time,relative_time,step,negotiator,offer,responses,state,text,data,LinearTBNegotiator@0,LinearTBNegotiator@1
0.0,0.0196078431372549,0,LinearTBNegotiator@0,"(0, 8, 0, 'premium')",{},continuing,,,0.9828589344063511,0.05564648117839607
0.0,0.0196078431372549,0,LinearTBNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.012449708,0.0392156862745098,1,LinearTBNegotiator@0,"(0, 6, 0, 'premium')",{},continuing,,,0.9630355472983768,0.09492635024549918
0.012449708,0.0392156862745098,1,LinearTBNegotiator@1,"(9, 2, 9, 'basic')",{},continuing,,,0.04838709677419354,0.9803600654664483
0.013204041,0.058823529411764705,2,LinearTBNegotiator@0,"(0, 9, 0, 'standard')",{},continuing,,,0.9433109899070735,0.08510638297872342
0.013204041,0.058823529411764705,2,LinearTBNegotiator@1,"(9, 3, 9, 'basic')",{},continuing,,,0.06842968850192394,0.9607201309328969
0.013959,0.0784313725490196,3,LinearTBNegotiator@0,"(0, 3, 0, 'premium')",{},continuing,,,0.9232683981793433,0.15384615384615385
0.013959,0.0784313725490196,3,LinearTBNegotiator@1,"(9, 1, 8, 'basic')",{},continuing,,,0.006272401433691762,0.9319876341152936
0.014709875,0.09803921568627451,4,LinearTBNegotiator@0,"(2, 10, 0, 'standard')",{},continuing,,,0.9032258064516128,0.08365157301327514
0.014709875,0.09803921568627451,4,LinearTBNegotiator@1,"(9, 2, 8, 'basic')",{},continuing,,,0.0546594982078853,0.912347699581742
0.015487666,0.11764705882352941,5,LinearTBNegotiator@0,"(0, 9, 1, 'premium')",{},continuing,,,0.8850672623085073,0.04000727404982725
0.015487666,0.11764705882352941,5,LinearTBNegotiator@1,"(9, 1, 9, 'premium')",{},continuing,,,0.12903225806451613,0.8854337152209492
0.016251,0.13725490196078433,6,LinearTBNegotiator@0,"(3, 4, 0, 'premium')",{},continuing,,,0.8660669745597843,0.17512274959083468
0.016251,0.13725490196078433,6,LinearTBNegotiator@1,"(9, 2, 9, 'premium')",{},continuing,,,0.17741935483870966,0.8657937806873975
0.017016458,0.1568627450980392,7,LinearTBNegotiator@0,"(0, 7, 0, 'basic')",{},continuing,,,0.8443301488443473,0.18985270049099837
0.017016458,0.1568627450980392,7,LinearTBNegotiator@1,"(9, 3, 9, 'premium')",{},continuing,,,0.19746194656644006,0.8461538461538461
0.017788833,0.17647058823529413,8,LinearTBNegotiator@0,"(4, 3, 0, 'premium')",{},continuing,,,0.8264942046309561,0.226586652118567
0.017788833,0.17647058823529413,8,LinearTBNegotiator@1,"(9, 4, 9, 'premium')",{},continuing,,,0.21284116810817147,0.8265139116202945
0.018606416,0.19607843137254902,9,LinearTBNegotiator@0,"(2, 8, 0, 'basic')",{},continuing,,,0.8054395795676415,0.18839789052555012
0.018606416,0.19607843137254902,9,LinearTBNegotiator@1,"(9, 4, 8, 'standard')",{},continuing,,,0.17072647276766967,0.8076013820694672
0.019383666,0.21568627450980393,10,LinearTBNegotiator@0,"(1, 4, 0, 'basic')",{},continuing,,,0.7854218132694618,0.25331878523367884
0.019383666,0.21568627450980393,10,LinearTBNegotiator@1,"(9, 5, 8, 'standard')",{},continuing,,,0.18369175627240142,0.7879614475359156
0.0201725,0.23529411764705882,11,LinearTBNegotiator@0,"(9, 8, 0, 'premium')",{},continuing,,,0.7651169989224802,0.4238952536824877
0.0201725,0.23529411764705882,11,LinearTBNegotiator@1,"(8, 3, 9, 'premium')",{},continuing,,,0.22165549495353684,0.7688670667394072
0.020969541,0.2549019607843137,12,LinearTBNegotiator@0,"(5, 7, 1, 'premium')",{},continuing,,,0.7457638406006196,0.19294417166757594
0.020969541,0.2549019607843137,12,LinearTBNegotiator@1,"(8, 4, 9, 'premium')",{},continuing,,,0.23703471649526825,0.7492271322058556
0.021792875,0.27450980392156865,13,LinearTBNegotiator@0,"(0, 1, 0, 'basic')",{},continuing,,,0.7258064516129032,0.3076923076923077
0.021792875,0.27450980392156865,13,LinearTBNegotiator@1,"(6, 1, 9, 'standard')",{},continuing,,,0.15322580645161288,0.7299509001636661
0.022603166,0.29411764705882354,14,LinearTBNegotiator@0,"(7, 8, 1, 'premium')",{},continuing,,,0.7068732713239138,0.2824149845426442
0.022603166,0.29411764705882354,14,LinearTBNegotiator@1,"(8, 5, 8, 'standard')",{},continuing,,,0.2078853046594982,0.7106746681214766
0.023442458,0.3137254901960784,15,LinearTBNegotiator@0,"(4, 4, 1, 'standard')",{},continuing,,,0.6868555050257341,0.2600472813238771
0.023442458,0.3137254901960784,15,LinearTBNegotiator@1,"(9, 1, 2, 'basic')",{},continuing,,,0.30734767025089604,0.6919439898163302
0.024289041,0.3333333333333333,16,LinearTBNegotiator@0,"(9, 9, 1, 'premium')",{},continuing,,,0.6673253268246363,0.4082560465539189
0.024289041,0.3333333333333333,16,LinearTBNegotiator@1,"(9, 2, 2, 'basic')",{},continuing,,,0.3557347670250896,0.6723040552827786
0.025181166,0.35294117647058826,17,LinearTBNegotiator@0,"(0, 10, 4, 'premium')",{},continuing,,,0.6487455197132616,0.08037825059101655
0.025181166,0.35294117647058826,17,LinearTBNegotiator@1,"(9, 4, 3, 'basic')",{},continuing,,,0.3096153616565586,0.6530278232405892
0.026076208,0.37254901960784315,18,LinearTBNegotiator@0,"(1, 8, 3, 'standard')",{},continuing,,,0.6280202247289317,0.1452991452991453
0.026076208,0.37254901960784315,18,LinearTBNegotiator@1,"(8, 1, 3, 'basic')",{},continuing,,,0.25000000000000006,0.6346608474268048
0.026967958,0.39215686274509803,19,LinearTBNegotiator@0,"(0, 4, 2, 'basic')",{},continuing,,,0.6088985157784224,0.264775413711584
0.026967958,0.39215686274509803,19,LinearTBNegotiator@1,"(9, 1, 1, 'standard')",{},continuing,,,0.4820788530465949,0.6144753591562102
0.027905833,0.4117647058823529,20,LinearTBNegotiator@0,"(9, 1, 0, 'standard')",{'LinearTBNegotiator@0': <ResponseType.ACCEPT_OFFER: 0>},agreement,,,0.5887096774193548,0.6104746317512275
