time,relative_time,step,negotiator,offer,responses,state,text,data,BoulwareTBNegotiator@0,ConcederTBNegotiator@1
0.0,0.0196078431372549,0,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.0,0.0196078431372549,0,ConcederTBNegotiator@1,"(7, 2, 7, 'premium')",{},continuing,,,0.3567251461988304,0.6432748538011694
0.010585625,0.0392156862745098,1,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.010585625,0.0392156862745098,1,ConcederTBNegotiator@1,"(2, 3, 7, 'standard')",{},continuing,,,0.4385964912280701,0.5614035087719297
0.011477791,0.058823529411764705,2,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.011477791,0.058823529411764705,2,ConcederTBNegotiator@1,"(7, 6, 7, 'premium')",{},continuing,,,0.47368421052631576,0.5263157894736841
0.012386333,0.0784313725490196,3,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.012386333,0.0784313725490196,3,ConcederTBNegotiator@1,"(1, 3, 5, 'standard')",{},continuing,,,0.5263157894736842,0.4736842105263157
0.013308583,0.09803921568627451,4,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.013308583,0.09803921568627451,4,ConcederTBNegotiator@1,"(4, 3, 1, 'standard')",{},continuing,,,0.5555555555555556,0.44444444444444436
0.014256708,0.11764705882352941,5,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.014256708,0.11764705882352941,5,ConcederTBNegotiator@1,"(7, 9, 7, 'premium')",{},continuing,,,0.5614035087719298,0.4385964912280701
0.015224291,0.13725490196078433,6,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.015224291,0.13725490196078433,6,ConcederTBNegotiator@1,"(4, 3, 3, 'premium')",{},continuing,,,0.5906432748538012,0.40935672514619875
0.016236333,0.1568627450980392,7,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.016236333,0.1568627450980392,7,ConcederTBNegotiator@1,"(4, 3, 2, 'premium')",{},continuing,,,0.6198830409356725,0.3801169590643274
0.017232708,0.17647058823529413,8,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.017232708,0.17647058823529413,8,ConcederTBNegotiator@1,"(2, 3, 0, 'standard')",{},continuing,,,0.6432748538011694,0.35672514619883033
0.018232708,0.19607843137254902,9,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.018232708,0.19607843137254902,9,ConcederTBNegotiator@1,"(2, 3, 3, 'premium')",{},continuing,,,0.6491228070175438,0.35087719298245607
0.01925125,0.21568627450980393,10,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.01925125,0.21568627450980393,10,ConcederTBNegotiator@1,"(0, 6, 7, 'premium')",{},continuing,,,0.6783625730994152,0.3216374269005847
0.02028025,0.23529411764705882,11,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.02028025,0.23529411764705882,11,ConcederTBNegotiator@1,"(0, 6, 7, 'premium')",{},continuing,,,0.6783625730994152,0.3216374269005847
0.021305375,0.2549019607843137,12,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.021305375,0.2549019607843137,12,ConcederTBNegotiator@1,"(7, 8, 1, 'premium')",{},continuing,,,0.7076023391812865,0.2923976608187134
0.0223425,0.27450980392156865,13,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.0223425,0.27450980392156865,13,ConcederTBNegotiator@1,"(7, 8, 1, 'premium')",{},continuing,,,0.7076023391812865,0.2923976608187134
0.023372,0.29411764705882354,14,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.023372,0.29411764705882354,14,ConcederTBNegotiator@1,"(0, 10, 2, 'basic')",{},continuing,,,0.7309941520467835,0.26900584795321636
0.024440458,0.3137254901960784,15,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.024440458,0.3137254901960784,15,ConcederTBNegotiator@1,"(1, 3, 1, 'premium')",{},continuing,,,0.7368421052631579,0.26315789473684204
0.025493708,0.3333333333333333,16,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.025493708,0.3333333333333333,16,ConcederTBNegotiator@1,"(1, 3, 1, 'premium')",{},continuing,,,0.7368421052631579,0.26315789473684204
0.026544375,0.35294117647058826,17,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.026544375,0.35294117647058826,17,ConcederTBNegotiator@1,"(1, 3, 0, 'premium')",{},continuing,,,0.7660818713450293,0.23391812865497072
0.027592208,0.37254901960784315,18,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.027592208,0.37254901960784315,18,ConcederTBNegotiator@1,"(1, 3, 0, 'premium')",{},continuing,,,0.7660818713450293,0.23391812865497072
0.028649541,0.39215686274509803,19,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.028649541,0.39215686274509803,19,ConcederTBNegotiator@1,"(1, 3, 0, 'premium')",{},continuing,,,0.7660818713450293,0.23391812865497072
0.029703708,0.4117647058823529,20,BoulwareTBNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,1.0,0.0
0.029703708,0.4117647058823529,20,ConcederTBNegotiator@1,"(7, 10, 0, 'premium')",{},continuing,,,0.7953216374269005,0.20467836257309938
0.030769833,0.43137254901960786,21,BoulwareTBNegotiator@0,"(1, 10, 0, 'premium')",{},continuing,,,0.9707602339181286,0.029239766081871343
0.030769833,0.43137254901960786,21,ConcederTBNegotiator@1,"(7, 10, 0, 'premium')",{},continuing,,,0.7953216374269005,0.20467836257309938
0.031849375,0.45098039215686275,22,BoulwareTBNegotiator@0,"(1, 10, 0, 'premium')",{},continuing,,,0.9707602339181286,0.029239766081871343
0.031849375,0.45098039215686275,22,ConcederTBNegotiator@1,"(7, 10, 0, 'premium')",{},continuing,,,0.7953216374269005,0.20467836257309938
0.0329585,0.47058823529411764,23,BoulwareTBNegotiator@0,"(1, 10, 0, 'premium')",{},continuing,,,0.9707602339181286,0.029239766081871343
